"Emergency response needed, assist!",dom_voi_emergency
"I'm facing violence, please help me!",dom_voi_emergency
"I'm under attack, help!",dom_voi_emergency
"Please notify authorities, I'm in trouble!",dom_voi_emergency
"Dangerous situation, please respond!",dom_voi_emergency
"Urgent help needed, I'm in danger!",dom_voi_emergency
"I'm being harmed, please help!",dom_voi_emergency
"I'm in a dangerous situation, assist me!",dom_voi_emergency
"Please save me, I'm frightened!",dom_voi_emergency
"Urgent situation, please assist!",dom_voi_emergency
"I'm facing abuse, help!",dom_voi_emergency
"I'm unsafe, please help me!",dom_voi_emergency
"Emergency response needed, send help!",dom_voi_emergency
"I'm in trouble, please help!",dom_voi_emergency
"I'm at risk of danger, help!",dom_voi_emergency
"Dangerous situation, assist me!",dom_voi_emergency
"Please call for help, I'm in danger!",dom_voi_emergency
"Urgent help needed, I'm in trouble!",dom_voi_emergency
"I'm being victimized, please help!",dom_voi_emergency
"I'm in danger, urgent assistance needed!",dom_voi_emergency
Please send help quickly!,dom_voi_emergency
"I'm facing violence, send help!",dom_voi_emergency
"I'm under threat, please help!",dom_voi_emergency
"Emergency assistance needed, please save me!",dom_voi_emergency
"I'm in a crisis, help!",dom_voi_emergency
"Dangerous situation, please notify authorities!",dom_voi_emergency
"Urgent help needed, assist me!",dom_voi_emergency
"I'm being attacked, help!",dom_voi_emergency
"I'm in danger, please respond!",dom_voi_emergency
"I'm at risk, help me!",dom_voi_emergency
"Please save me, I'm in trouble!",dom_voi_emergency
"Urgent situation, send assistance!",dom_voi_emergency
"I'm being mistreated, please help!",dom_voi_emergency
"I'm under attack, assist!",dom_voi_emergency
"Emergency response needed, I'm in danger!",dom_voi_emergency
"I'm facing abuse, help me!",dom_voi_emergency
"I'm in trouble, urgent help required!",dom_voi_emergency
"Please call for help, assist me!",dom_voi_emergency
"Urgent help needed, please save me!",dom_voi_emergency
"I'm in danger, please assist!",dom_voi_emergency
"Dangerous situation, help!",dom_voi_emergency
"I'm at risk, please help me!",dom_voi_emergency
Please send help immediately!,dom_voi_emergency
"I'm facing violence, I need help!",dom_voi_emergency
"I'm under threat, urgent help needed!",dom_voi_emergency
"Emergency assistance needed, help me!",dom_voi_emergency
"I'm in trouble, please save me!",dom_voi_emergency
"I'm being victimized, assist!",dom_voi_emergency
